Block,PLACEFP,PLACENS,PLACE_GEOID,PLACE,COUNTY,GEO_ID
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113002004
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188012000
4006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156264006
3025,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168003025
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156152002
2012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156332012
1019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183041019
4005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370180004005
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370102013012
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162002007
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191161005
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154043011
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154043000
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158042005
3019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370179023019
2039,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370159002039
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470379801001008
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370132021002
1042,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001042
1022,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105011022
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156291000
1060,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001060
1061,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001061
1028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134001028
1019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169001019
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191202002
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370114001006
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101042001
4007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136004007
2029,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121002029
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370172002007
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128023004
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156292003
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154023000
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191201020
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370114001020
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183042013
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183041003
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181021004
4039,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136004039
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195032014
4011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370179014011
1039,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167001039
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156373002
2027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370135002027
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127021007
2037,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143002037
3032,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013032
1043,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370161001043
1014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104031014
3019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162003019
2016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370174022016
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184052018
2012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370131002012
4003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127014003
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156331005
5003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169005003
2026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370163002026
2026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136002026
1098,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001098
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128011009
1015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370107021015
1018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370102011018
1029,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127021029
1050,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370126001050
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370170001002
1062,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001062
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156351008
1051,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183021051
3009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191093009
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191102006
4002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105014002
2036,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105012036
2038,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002038
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370174012001
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156292014
1028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184091028
1017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119001017
1065,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370193001065
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370107013003
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104011016
1026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122001026
2010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002010
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122001004
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156343007
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156252005
3014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167003014
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370138002013
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101061020
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184072003
3013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105023013
3021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173003021
3024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173003024
3021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133003021
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106022000
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128011001
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158053003
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106013003
3008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158053008
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128023003
4001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370178004001
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370132012000
1071,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001071
2050,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121002050
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156191007
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167003003
2010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169002010
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154023002
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195032001
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104032000
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167002007
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002006
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101042008
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370111002001
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184053007
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113003003
3005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110013005
1010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110011010
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169002009
2017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143002017
4011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370190084011
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143001006
4004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370178004004
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151001002
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191161000
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188032013
4000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370116004000
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370111001013
4008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115004008
1010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154011010
1023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370159001023
2026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370135002026
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370193002002
3015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113003015
4014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370112004014
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191212005
1021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001021
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101053007
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175002001
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181023000
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154043004
3013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182013013
3022,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181023022
1027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370163001027
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156092005
3021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370186023021
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184081004
3016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173003016
2028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195022028
3015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191193015
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117002006
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188011006
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370189022006
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154011009
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182053002
3010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156343010
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370111001002
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370164002006
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370187001006
1015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370159001015
2021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106012021
3015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370180003015
4003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153004003
1015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182031015
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191192003
1059,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001059
2024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133002024
1027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122001027
1018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101061018
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156203007
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156332013
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154013011
4005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128014005
3023,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105023023
2020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370135002020
2025,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370142002025
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184042001
1014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168001014
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158062005
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162002018
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370165002001
1041,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195021041
2034,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105012034
4019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133004019
1054,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370126001054
2019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110022019
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156271000
3001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156153001
2031,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143002031
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195021005
1046,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194011046
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184071002
3009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158053009
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196003011
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470379802001009
1014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370177021014
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194012013
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370190071008
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109011016
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156093000
1031,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370159001031
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370131002013
2001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156262001
3037,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013037
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370131002015
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370178003000
1064,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194011064
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194022002
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104041009
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183042015
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191181007
3044,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195033044
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155012013
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106021007
3016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181023016
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101053003
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104041008
1037,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370126001037
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470379801001003
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370130011006
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191151005
3033,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175003033
3031,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370186023031
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191093006
3001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191113001
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191092005
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168002013
3028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169003028
1091,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370144001091
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167003011
1030,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370137011030
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370166001016
2011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121002011
3020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370179023020
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156291003
2021,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370173002021
2020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370178002020
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370102023004
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370138001011
3008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192003008
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156091005
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136003002
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134001001
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167001002
4009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133004009
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370174022008
3018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169003018
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370137021003
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106012009
2020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162002020
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194021013
4009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105014009
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370162002005
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105022003
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151001007
1019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109011019
1029,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370131001029
4005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167004005
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134001003
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370112002003
1025,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370187001025
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109033004
4010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370112004010
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101041020
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101061016
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101052002
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370178001002
3002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181013002
4001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370185004001
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370112003012
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370127012009
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115001007
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156323000
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370189012006
1055,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195021055
2009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118002009
5015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188015015
2059,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133002059
3062,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134003062
3060,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134003060
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175001013
6010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370188016010
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184091009
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118003011
2034,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119002034
6002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117006002
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155012005
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181011004
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370178001003
3043,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013043
