Block,PLACEFP,PLACENS,PLACE_GEOID,PLACE,COUNTY,GEO_ID
3125,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134003125
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156222004
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191151013
3000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158063000
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370158061005
2018,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113002018
1011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370154011011
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370142002008
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370142002015
3013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370180003013
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370112001004
2003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128012003
3049,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128023049
2005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191192005
1012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136001012
2042,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121002042
3011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195013011
2036,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370159002036
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370138002014
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136001008
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370139001009
1048,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370167001048
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370161001020
1026,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134001026
1043,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370194011043
3073,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370134003073
2011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370151002011
2011,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370163002011
3024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370186023024
1019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370168001019
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370131002006
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370166003003
4003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169004003
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156203006
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370181012004
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182032008
2008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195022008
1000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156131000
4006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370190084006
2002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370108022002
1016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370177021016
1037,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195031037
1033,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195031033
3007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370109033007
1009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156221009
4005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370174024005
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370184052006
2027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370196002027
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370115001006
1015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183031015
2017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104012017
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370108013012
2052,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370122002052
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101053006
1017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370175001017
3004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370113003004
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156231008
3006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370192003006
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370126001002
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370110021004
1012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105011012
1002,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370190031002
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183032000
2000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370191192000
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155023003
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101051003
1008,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156091008
1027,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370142001027
1003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370177021003
2028,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133002028
3024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133003024
3031,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370133003031
5017,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105015017
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370119002006
1007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370130011007
2010,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104012010
1006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156361006
1005,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370195031005
1066,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370160001066
3016,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169003016
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370183021020
6000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117006000
1013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370117001013
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105022007
2015,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370101032015
4004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370153004004
2014,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370106012014
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370104032007
3003,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370118003003
2004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370155012004
4007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370105014007
3012,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128023012
2007,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156342007
5000,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156185000
2006,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370128022006
4013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370136004013
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370156171001
3009,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370182013009
1001,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143001001
1004,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370143001004
2019,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370142002019
3024,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370169003024
1020,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370163001020
2025,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121002025
2013,52006,2405092,4752006,Nashville-Davidson metropolitan government (balance),Davidson,7500000US470370121002013
