GEO_ID,PLACE_GEO_ID,PLACE,COUNTY,COUNTY_GEO_ID
7500000US471870504041020,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502052012,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503051013,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502101018,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503032002,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503041005,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503041003,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503061029,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042026,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503061012,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503061025,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502072015,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502062004,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502052018,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502051020,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502052009,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502061004,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502121002,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042018,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503051000,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042039,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870504041017,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042023,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502072019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502062001,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502101004,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870504041028,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502041009,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502072009,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503031014,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502091020,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502042014,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502062012,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502042017,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503051014,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502051008,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502052020,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502091008,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502071020,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870504041032,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502042015,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503051021,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503041000,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501041013,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501042018,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042050,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502051003,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502071006,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502061003,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501052029,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502092004,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502091007,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501052023,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503031013,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042014,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501042010,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502091006,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502061019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502101024,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502041003,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502092003,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502092006,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501041009,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503061009,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870504041007,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502051025,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502101023,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502072000,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502091019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502041001,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503041007,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042044,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870504041025,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502071012,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870501052062,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503051019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503061019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502042005,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502121001,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502091002,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502042019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502051019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502101019,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503061006,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502113004,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870502061018,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503042032,1600000US4708280,Brentwood city,Williamson County,0500000US47187
7500000US471870503031007,1600000US4708280,Brentwood city,Williamson County,0500000US47187
