NAME,GEO_ID,pop,agebysex_total_series,age_total_male,age_m_u5,age_m_5to9,age_m_10to14,age_m_15to17,age_m_18to19,age_m_20,age_m_21,age_m_22to24,age_m_25to29,age_m_30to34,age_m_35to39,age_m_40to44,age_m_45to49,age_m_50to54,age_m_55to59,age_m_60to61,age_m_62to64,age_m_65to66,age_m_67to69,age_m_70to74,age_m_75to79,age_m_80to84,age_m_85+,age_total_female,age_f_u5,age_f_5to9,age_f_10to14,age_f_15to17,age_f_18to19,age_f_20,age_f_21,age_f_22to24,age_f_25to29,age_f_30to34,age_f_35to39,age_f_40to44,age_f_45to49,age_f_50to54,age_f_55to59,age_f_60to61,age_f_62to64,age_f_65to66,age_f_67to69,age_f_70to74,age_f_75to79,age_f_80to84,age_f_85+,raceeth_total_series,raceeth_white_alone,raceeth_blackafricanamerican_alone,raceeth_americanindianalaskanative_alone,raceeth_asian_alone,raceeth_nativehawaiianotherpacificislander_alone,raceeth_someotherrace_alone,raceeth_twoormoreraces_alone,raceeth_whitealone_nothispanicorlatino,raceeth_hispanicorlatino,hhsize_avg,units_allhousing,occupancy_total_series,occupancy_occupiedunits,occupancy_vacantunits,tenure_total_series,tenure_owneroccunits_mortgage,tenure_owneroccunits_nomortgage,tenure_renteroccunits,hhtype_total_series,hhtype_familyhh,hhtype_familyhh_marriedcouplefam,hhtype_familyhh_otherfam,hhtype_familyhh_malenospouse,hhtype_familyhh_femalenospouse,hhtype_nonfamhh,hhtype_nonfamhh_householderalone,hhtype_nonfamhh_householdernotalone,StateFIPS,GeoFIPS
"Scottsville city, Kentucky",1600000US2169114,4226.0,4226.0,1962.0,138.0,128.0,127.0,82.0,64.0,31.0,39.0,77.0,121.0,107.0,139.0,113.0,135.0,148.0,127.0,47.0,58.0,43.0,53.0,73.0,48.0,36.0,28.0,2264.0,156.0,126.0,128.0,95.0,67.0,27.0,34.0,89.0,150.0,127.0,149.0,137.0,159.0,134.0,140.0,48.0,85.0,61.0,54.0,90.0,81.0,66.0,61.0,4226.0,3994.0,104.0,12.0,9.0,0.0,18.0,89.0,3969.0,61.0,2.22,2066.0,2066.0,1861.0,205.0,1861.0,582.0,453.0,826.0,1861.0,1130.0,710.0,420.0,90.0,330.0,731.0,651.0,80.0,21.0,69114.0
Tennessee,0400000US47,6346105.0,6346105.0,3093504.0,208119.0,210090.0,215039.0,131933.0,91069.0,45113.0,43074.0,124718.0,206997.0,201529.0,209760.0,213014.0,228086.0,222283.0,198721.0,74374.0,103550.0,57342.0,75797.0,94112.0,65637.0,43111.0,30036.0,3252601.0,199694.0,202091.0,203902.0,125133.0,89051.0,44267.0,43282.0,125790.0,210686.0,204785.0,213862.0,217494.0,239001.0,237066.0,216270.0,80861.0,111939.0,62602.0,84797.0,112424.0,88880.0,68843.0,69881.0,6346105.0,4921948.0,1057315.0,19994.0,91242.0,3642.0,141955.0,110009.0,4800782.0,290059.0,2.48,2812133.0,2812133.0,2493552.0,318581.0,2493552.0,1120716.0,579876.0,792960.0,2493552.0,1679177.0,1214794.0,464383.0,118949.0,345434.0,814375.0,671286.0,143089.0,47.0,0.0
United States,0100000US,308745538.0,308745538.0,151781326.0,10319427.0,10389638.0,10579862.0,6656209.0,4647457.0,2308319.0,2223198.0,6482659.0,10635591.0,9996500.0,10042022.0,10393977.0,11209085.0,10933274.0,9523648.0,3424584.0,4652916.0,2521586.0,3330961.0,4243972.0,3182388.0,2294374.0,1789679.0,156964212.0,9881935.0,9959019.0,10097332.0,6298045.0,4438632.0,2210810.0,2131096.0,6229917.0,10466258.0,9965599.0,10137620.0,10496987.0,11499506.0,11364851.0,10141157.0,3689143.0,5051281.0,2798316.0,3784400.0,5034194.0,4135407.0,3448953.0,3703754.0,308745538.0,223553265.0,38929319.0,2932248.0,14674252.0,540013.0,19107368.0,9009073.0,196817552.0,50477594.0,2.58,131704730.0,131704730.0,116716292.0,14988438.0,116716292.0,52979430.0,23006644.0,40730218.0,116716292.0,77538296.0,56510377.0,21027919.0,5777570.0,15250349.0,39177996.0,31204909.0,7973087.0,1.0,0.0
GNRC,,1722648.0,1722648.0,841658.0,62493.0,60695.0,59563.0,35225.0,24872.0,12519.0,12091.0,37369.0,65576.0,61701.0,61684.0,59860.0,62403.0,58497.0,49783.0,17544.0,23555.0,12301.0,15891.0,19477.0,13473.0,8894.0,6192.0,880990.0,60004.0,58539.0,56488.0,33629.0,23916.0,12178.0,12341.0,39029.0,68116.0,63583.0,63008.0,61123.0,65781.0,62397.0,53468.0,18887.0,25399.0,13918.0,17851.0,23763.0,18578.0,14306.0,14688.0,1722648.0,1306748.0,274299.0,6034.0,39924.0,1528.0,54277.0,39838.0,1254710.0,117775.0,33.65,722846.0,722846.0,664817.0,58029.0,664817.0,329302.0,111049.0,224466.0,664817.0,441651.0,325340.0,116311.0,29906.0,86405.0,223166.0,175793.0,47373.0,611.0,1561.0
GNRC Region,,1803604.0,1803604.0,880813.0,65514.0,63397.0,62262.0,36893.0,25956.0,12996.0,12527.0,38718.0,68159.0,64277.0,64272.0,62358.0,65155.0,61690.0,52546.0,18509.0,24951.0,12987.0,16820.0,20597.0,14268.0,9412.0,6549.0,922791.0,62793.0,61236.0,59098.0,35100.0,24867.0,12655.0,12761.0,40496.0,70874.0,66400.0,65567.0,63768.0,68996.0,65761.0,56452.0,19965.0,26824.0,14665.0,18873.0,25117.0,19711.0,15251.0,15561.0,1803604.0,1373425.0,284453.0,6299.0,40413.0,1557.0,56037.0,41420.0,1319629.0,121684.0,36.17,758100.0,758100.0,696480.0,61620.0,696480.0,344799.0,118365.0,233316.0,696480.0,464100.0,341830.0,122270.0,31401.0,90869.0,232380.0,183498.0,48882.0,658.0,1680.0
MPO,,1494344.0,1494344.0,728614.0,53405.0,51933.0,50991.0,29933.0,21628.0,10747.0,10292.0,31424.0,56147.0,53655.0,53923.0,52051.0,54276.0,51580.0,44203.0,15410.0,20798.0,10677.0,13800.0,16762.0,11597.0,7835.0,5547.0,765730.0,51140.0,50259.0,48397.0,28566.0,20528.0,10378.0,10547.0,33383.0,58918.0,55735.0,54563.0,53116.0,57693.0,55066.0,47400.0,16666.0,22404.0,12189.0,15583.0,20598.0,16324.0,12950.0,13327.0,1494344.0,1123003.0,247253.0,4797.0,36262.0,837.0,50504.0,31688.0,1077623.0,104594.0,18.3,628320.0,628320.0,580015.0,48305.0,580015.0,288163.0,95025.0,196827.0,580015.0,380735.0,279878.0,100857.0,25714.0,75143.0,199280.0,156714.0,42566.0,329.0,993.0
Rutherford Incorporated,None,181921.0,181921.0,89169.0,7089.0,6787.0,6408.0,3759.0,3557.0,2070.0,2129.0,5650.0,8233.0,7153.0,6785.0,6012.0,5666.0,5044.0,3952.0,1339.0,1794.0,923.0,1204.0,1482.0,1019.0,672.0,442.0,92752.0,6935.0,6464.0,6163.0,3627.0,3655.0,2070.0,2009.0,5348.0,7958.0,7387.0,6952.0,6217.0,6190.0,5387.0,4393.0,1516.0,2101.0,1159.0,1405.0,2004.0,1501.0,1129.0,1182.0,181921.0,133325.0,28494.0,728.0,6463.0,106.0,7809.0,4996.0,127574.0,14997.0,10.66,73162.0,73162.0,67904.0,5258.0,67904.0,33054.0,7734.0,27116.0,67904.0,44228.0,31168.0,13060.0,3486.0,9574.0,23676.0,16792.0,6884.0,188.0,184540.0
Rutherford Unincorporated,None,80683.0,80683.0,40557.0,2663.0,3076.0,3278.0,2026.0,1092.0,486.0,422.0,1170.0,2209.0,2716.0,3101.0,3200.0,3547.0,3134.0,2658.0,935.0,1257.0,613.0,845.0,962.0,593.0,338.0,236.0,40126.0,2583.0,2946.0,3069.0,1841.0,955.0,394.0,369.0,1201.0,2344.0,2901.0,3062.0,3178.0,3452.0,3248.0,2677.0,877.0,1172.0,655.0,799.0,919.0,643.0,451.0,390.0,80683.0,72092.0,4392.0,226.0,1521.0,36.0,1118.0,1298.0,70909.0,2503.0,-7.98,29806.0,29806.0,28328.0,1478.0,28328.0,18953.0,5708.0,3667.0,28328.0,22582.0,18497.0,4085.0,1368.0,2717.0,5746.0,4478.0,1268.0,-141.0,-184391.0
Wilson Incorporated,None,51338.0,51338.0,24563.0,2001.0,2000.0,1872.0,1016.0,727.0,344.0,306.0,823.0,1533.0,1743.0,1958.0,1830.0,1816.0,1615.0,1330.0,509.0,684.0,386.0,529.0,637.0,454.0,246.0,204.0,26775.0,1921.0,1992.0,1801.0,1005.0,621.0,294.0,291.0,914.0,1766.0,1956.0,2089.0,1910.0,2020.0,1763.0,1464.0,559.0,824.0,457.0,622.0,808.0,631.0,519.0,548.0,51338.0,43064.0,4809.0,181.0,925.0,19.0,1266.0,1074.0,42017.0,2458.0,7.86,20679.0,20679.0,19253.0,1426.0,19253.0,9978.0,3213.0,6062.0,19253.0,13743.0,10145.0,3598.0,854.0,2744.0,5510.0,4518.0,992.0,141.0,170620.0
Wilson Unincorporated,None,62655.0,62655.0,31271.0,1745.0,2118.0,2399.0,1457.0,753.0,340.0,228.0,767.0,1339.0,1639.0,2139.0,2443.0,2847.0,2758.0,2409.0,865.0,1240.0,676.0,877.0,1094.0,607.0,320.0,211.0,31384.0,1651.0,1941.0,2285.0,1357.0,652.0,260.0,252.0,725.0,1392.0,1739.0,2194.0,2591.0,2968.0,2785.0,2400.0,880.0,1270.0,671.0,876.0,985.0,677.0,451.0,382.0,62655.0,58315.0,2488.0,214.0,351.0,25.0,485.0,777.0,57700.0,1233.0,-5.210000000000001,24889.0,24889.0,23310.0,1579.0,23310.0,14624.0,5915.0,2771.0,23310.0,18434.0,15426.0,3008.0,991.0,2017.0,4876.0,3934.0,942.0,-94.0,-170431.0
Cheatham Incorporated,None,13539.0,13539.0,6645.0,433.0,493.0,500.0,316.0,165.0,89.0,71.0,220.0,391.0,433.0,513.0,509.0,559.0,528.0,429.0,159.0,211.0,103.0,117.0,180.0,104.0,82.0,40.0,6894.0,414.0,453.0,474.0,297.0,175.0,60.0,72.0,213.0,406.0,435.0,529.0,544.0,625.0,549.0,467.0,169.0,215.0,101.0,137.0,204.0,152.0,123.0,80.0,13539.0,12776.0,280.0,34.0,83.0,2.0,187.0,177.0,12580.0,390.0,10.54,5534.0,5534.0,5083.0,451.0,5083.0,3007.0,960.0,1116.0,5083.0,3688.0,2851.0,837.0,246.0,591.0,1395.0,1115.0,280.0,188.0,158880.0
Cheatham Unincorporated,None,25566.0,25566.0,12890.0,796.0,826.0,1013.0,620.0,361.0,171.0,118.0,384.0,665.0,749.0,867.0,1004.0,1201.0,1079.0,914.0,344.0,447.0,255.0,291.0,370.0,219.0,124.0,72.0,12676.0,806.0,811.0,907.0,593.0,275.0,112.0,121.0,350.0,694.0,695.0,923.0,1005.0,1121.0,1064.0,901.0,368.0,434.0,235.0,297.0,381.0,258.0,161.0,164.0,25566.0,24598.0,284.0,94.0,57.0,13.0,208.0,312.0,24334.0,520.0,-7.869999999999999,10129.0,10129.0,9437.0,692.0,9437.0,5385.0,2555.0,1497.0,9437.0,7153.0,5610.0,1543.0,568.0,975.0,2284.0,1809.0,475.0,-141.0,-158859.0
Dickson Incorporated,None,21020.0,21020.0,10008.0,792.0,772.0,754.0,463.0,256.0,122.0,143.0,424.0,705.0,724.0,643.0,661.0,694.0,687.0,573.0,191.0,297.0,178.0,211.0,274.0,212.0,117.0,115.0,11012.0,733.0,726.0,697.0,411.0,276.0,130.0,129.0,423.0,768.0,695.0,736.0,701.0,754.0,750.0,643.0,240.0,366.0,208.0,283.0,419.0,331.0,260.0,333.0,21020.0,18389.0,1432.0,77.0,133.0,15.0,509.0,465.0,17981.0,1002.0,15.16,9125.0,9125.0,8348.0,777.0,8348.0,3395.0,1635.0,3318.0,8348.0,5434.0,3641.0,1793.0,422.0,1371.0,2914.0,2449.0,465.0,282.0,269500.0
Dickson Unincorporated,None,28646.0,28646.0,14376.0,894.0,1025.0,1075.0,710.0,363.0,173.0,135.0,415.0,757.0,779.0,990.0,1064.0,1232.0,1183.0,937.0,394.0,497.0,287.0,392.0,496.0,302.0,169.0,107.0,14270.0,869.0,919.0,962.0,635.0,284.0,148.0,127.0,421.0,769.0,834.0,997.0,1153.0,1209.0,1212.0,1010.0,354.0,476.0,311.0,357.0,466.0,334.0,235.0,188.0,28646.0,27222.0,624.0,95.0,93.0,1.0,175.0,436.0,26899.0,571.0,-12.59,11695.0,11695.0,10759.0,936.0,10759.0,5785.0,3169.0,1805.0,10759.0,8164.0,6481.0,1683.0,552.0,1131.0,2595.0,2125.0,470.0,-235.0,-269457.0
Humphreys Incorporated,None,7806.0,7806.0,3680.0,246.0,257.0,262.0,165.0,113.0,25.0,45.0,104.0,205.0,240.0,254.0,224.0,248.0,235.0,242.0,84.0,116.0,84.0,118.0,157.0,116.0,81.0,59.0,4126.0,222.0,285.0,251.0,161.0,97.0,53.0,32.0,119.0,218.0,238.0,259.0,240.0,278.0,262.0,284.0,104.0,154.0,87.0,128.0,197.0,168.0,155.0,134.0,7806.0,7245.0,343.0,35.0,18.0,1.0,56.0,108.0,7180.0,152.0,7.35,3520.0,3520.0,3167.0,353.0,3167.0,1257.0,914.0,996.0,3167.0,2132.0,1525.0,607.0,163.0,444.0,1035.0,906.0,129.0,141.0,176220.0
Humphreys Unincorporated,None,10732.0,10732.0,5435.0,293.0,312.0,365.0,295.0,153.0,67.0,61.0,159.0,228.0,292.0,338.0,355.0,417.0,447.0,397.0,189.0,229.0,127.0,227.0,221.0,136.0,91.0,36.0,5297.0,280.0,328.0,345.0,226.0,116.0,46.0,45.0,141.0,253.0,283.0,336.0,362.0,403.0,431.0,436.0,157.0,226.0,130.0,180.0,227.0,163.0,95.0,88.0,10732.0,10384.0,120.0,47.0,17.0,5.0,45.0,114.0,10318.0,126.0,-4.89,5345.0,5345.0,4287.0,1058.0,4287.0,1805.0,1647.0,835.0,4287.0,2984.0,2362.0,622.0,206.0,416.0,1303.0,1063.0,240.0,-94.0,-176135.0
Montgomery Incorporated,None,132929.0,132929.0,64768.0,6505.0,5296.0,4677.0,2757.0,1898.0,1163.0,1232.0,4454.0,7216.0,5374.0,4445.0,3955.0,3758.0,3347.0,2550.0,935.0,1164.0,596.0,811.0,1041.0,824.0,481.0,289.0,68161.0,6241.0,5144.0,4553.0,2643.0,2291.0,1378.0,1361.0,4393.0,7017.0,5441.0,4771.0,4064.0,4134.0,3720.0,2956.0,1062.0,1359.0,732.0,1014.0,1428.0,1064.0,700.0,695.0,132929.0,87135.0,30798.0,807.0,3093.0,628.0,3747.0,6721.0,81165.0,12302.0,2.63,54815.0,54815.0,49439.0,5376.0,49439.0,22379.0,5353.0,21707.0,49439.0,34478.0,24135.0,10343.0,2286.0,8057.0,14961.0,11731.0,3230.0,47.0,15160.0
Montgomery Unincorporated,None,39402.0,39402.0,19686.0,1298.0,1458.0,1580.0,940.0,600.0,272.0,275.0,686.0,1090.0,1218.0,1438.0,1540.0,1621.0,1492.0,1254.0,432.0,582.0,313.0,391.0,522.0,371.0,198.0,115.0,19716.0,1285.0,1404.0,1474.0,959.0,465.0,205.0,184.0,601.0,1057.0,1281.0,1510.0,1566.0,1644.0,1590.0,1242.0,443.0,600.0,330.0,427.0,576.0,425.0,236.0,212.0,39402.0,35201.0,2184.0,181.0,477.0,48.0,417.0,894.0,34388.0,1450.0,0.020000000000000018,15283.0,15283.0,14234.0,1049.0,14234.0,8432.0,3342.0,2460.0,14234.0,11118.0,9008.0,2110.0,628.0,1482.0,3116.0,2571.0,545.0,0.0,-15035.0
