NAME,GEO_ID,pop,agebysex_total_series,age_total_male,age_m_u5,age_m_5to9,age_m_10to14,age_m_15to17,age_m_18to19,age_m_20,age_m_21,age_m_22to24,age_m_25to29,age_m_30to34,age_m_35to39,age_m_40to44,age_m_45to49,age_m_50to54,age_m_55to59,age_m_60to61,age_m_62to64,age_m_65to66,age_m_67to69,age_m_70to74,age_m_75to79,age_m_80to84,age_m_85+,age_total_female,age_f_u5,age_f_5to9,age_f_10to14,age_f_15to17,age_f_18to19,age_f_20,age_f_21,age_f_22to24,age_f_25to29,age_f_30to34,age_f_35to39,age_f_40to44,age_f_45to49,age_f_50to54,age_f_55to59,age_f_60to61,age_f_62to64,age_f_65to66,age_f_67to69,age_f_70to74,age_f_75to79,age_f_80to84,age_f_85+,raceeth_total_series,raceeth_total_oneracealone,raceeth_white_alone,raceeth_blackafricanamerican_alone,raceeth_americanindianalaskanative_alone,raceeth_asian_alone,raceeth_nativehawaiianotherpacificislander_alone,raceeth_someotherrace_alone,raceeth_twoormoreraces_alone,raceeth_whitealone_nothispanicorlatino,raceeth_hispanicorlatino,hhsize_avg,units_allhousing,occupancy_total_series,occupancy_occupiedunits,occupancy_vacantunits,tenure_total_series,tenure_owneroccunits,tenure_renteroccunits,hhtype_total_series,hhtype_oneperson,hhtype_oneperson_male,hhtype_oneperson_female,hhtype_twoormore,hhtype_twoormore_family,hhtype_twoormore_family_marriedcouplefam,hhtype_twoormore_family_marriedcouplefam_ownchildrenunder18,hhtype_twoormore_family_marriedcouplefam_noownchildrenunder18,hhtype_twoormore_family_otherfam,hhtype_twoormore_family_otherfam_malenospouse,hhtype_twoormore_family_otherfam_malenospouse_ownchildrenunder18,hhtype_twoormore_family_otherfam_malenospouse_noownchildrenunder18,hhtype_twoormore_family_otherfam_femalenospouse,hhtype_twoormore_family_otherfam_femalenospouse_ownchildrenunder18,hhtype_twoormore_family_otherfam_femalenospouse_noownchildrenunder18,hhtype_twoormore_nonfamily,hhtype_twoormore_nonfamily_male,hhtype_twoormore_nonfamily_female,StateFIPS,GeoFIPS
"New Johnsonville city, Tennessee",1600000US4752820,1905.0,1905.0,924.0,68.0,58.0,65.0,32.0,23.0,10.0,12.0,28.0,52.0,58.0,58.0,95.0,69.0,74.0,73.0,18.0,27.0,17.0,30.0,31.0,19.0,5.0,2.0,981.0,66.0,72.0,66.0,46.0,14.0,13.0,6.0,25.0,73.0,55.0,65.0,84.0,83.0,74.0,59.0,24.0,27.0,17.0,23.0,40.0,25.0,12.0,12.0,1905.0,1890.0,1856.0,24.0,2.0,6.0,0.0,2.0,15.0,1851.0,10.0,2.55,861.0,861.0,747.0,114.0,747.0,629.0,118.0,747.0,145.0,64.0,81.0,602.0,578.0,490.0,184.0,306.0,88.0,22.0,12.0,10.0,66.0,47.0,19.0,24.0,16.0,8.0,47.0,52820.0
"Nolensville town, Tennessee",1600000US4753460,3099.0,3099.0,1533.0,117.0,142.0,170.0,86.0,37.0,12.0,14.0,39.0,50.0,89.0,151.0,167.0,138.0,128.0,69.0,18.0,20.0,11.0,20.0,32.0,10.0,6.0,7.0,1566.0,117.0,159.0,160.0,70.0,29.0,12.0,7.0,21.0,70.0,110.0,185.0,172.0,121.0,114.0,61.0,13.0,32.0,17.0,28.0,37.0,16.0,7.0,8.0,3099.0,3082.0,2862.0,198.0,5.0,3.0,0.0,14.0,17.0,2836.0,41.0,3.11,1024.0,1024.0,995.0,29.0,995.0,941.0,54.0,995.0,109.0,50.0,59.0,886.0,867.0,761.0,454.0,307.0,106.0,22.0,7.0,15.0,84.0,46.0,38.0,19.0,13.0,6.0,47.0,53460.0
"Oak Hill city, Tennessee",1600000US4754780,4493.0,4493.0,2193.0,113.0,148.0,172.0,95.0,42.0,18.0,12.0,34.0,67.0,100.0,123.0,193.0,229.0,224.0,158.0,36.0,66.0,35.0,56.0,86.0,96.0,54.0,36.0,2300.0,100.0,129.0,161.0,101.0,34.0,10.0,5.0,23.0,66.0,118.0,160.0,216.0,238.0,241.0,132.0,50.0,62.0,46.0,53.0,104.0,123.0,72.0,56.0,4493.0,4461.0,4325.0,44.0,5.0,74.0,1.0,12.0,32.0,4302.0,34.0,2.47,1894.0,1894.0,1816.0,78.0,1816.0,1675.0,141.0,1816.0,375.0,149.0,226.0,1441.0,1367.0,1240.0,514.0,726.0,127.0,25.0,10.0,15.0,102.0,35.0,67.0,74.0,45.0,29.0,47.0,54780.0
"Pegram town, Tennessee",1600000US4757480,2146.0,2146.0,1089.0,107.0,95.0,78.0,50.0,23.0,8.0,10.0,25.0,64.0,88.0,117.0,103.0,77.0,84.0,48.0,11.0,30.0,9.0,16.0,24.0,13.0,5.0,4.0,1057.0,86.0,68.0,79.0,53.0,17.0,7.0,5.0,22.0,60.0,106.0,120.0,111.0,76.0,68.0,42.0,16.0,29.0,10.0,21.0,24.0,17.0,14.0,6.0,2146.0,2135.0,2040.0,80.0,8.0,3.0,0.0,4.0,11.0,2023.0,30.0,2.74,801.0,801.0,773.0,28.0,773.0,679.0,94.0,773.0,116.0,57.0,59.0,657.0,636.0,544.0,289.0,255.0,92.0,25.0,12.0,13.0,67.0,33.0,34.0,21.0,11.0,10.0,47.0,57480.0
"Pleasant View city, Tennessee",1600000US4759560,2934.0,2934.0,1476.0,140.0,146.0,145.0,55.0,29.0,21.0,12.0,39.0,101.0,138.0,162.0,121.0,97.0,70.0,60.0,23.0,21.0,16.0,20.0,30.0,16.0,13.0,1.0,1458.0,124.0,133.0,113.0,71.0,18.0,7.0,11.0,44.0,108.0,157.0,154.0,126.0,103.0,76.0,63.0,23.0,24.0,8.0,24.0,31.0,18.0,11.0,11.0,2934.0,2898.0,2871.0,12.0,6.0,3.0,0.0,6.0,36.0,2862.0,23.0,2.91,1044.0,1044.0,1005.0,39.0,1005.0,891.0,114.0,1005.0,138.0,61.0,77.0,867.0,843.0,717.0,409.0,308.0,126.0,31.0,21.0,10.0,95.0,61.0,34.0,24.0,15.0,9.0,47.0,59560.0
"Portland city, Tennessee",1600000US4760280,8458.0,8458.0,4084.0,373.0,345.0,302.0,181.0,118.0,83.0,57.0,188.0,377.0,319.0,328.0,286.0,210.0,210.0,173.0,71.0,87.0,48.0,72.0,110.0,72.0,42.0,32.0,4374.0,358.0,330.0,306.0,181.0,119.0,53.0,68.0,208.0,380.0,331.0,327.0,326.0,237.0,231.0,201.0,68.0,83.0,75.0,91.0,131.0,113.0,86.0,71.0,8458.0,8385.0,7995.0,228.0,28.0,16.0,0.0,118.0,73.0,7929.0,194.0,2.62,3502.0,3502.0,3226.0,276.0,3226.0,2214.0,1012.0,3226.0,704.0,283.0,421.0,2522.0,2377.0,1842.0,907.0,935.0,535.0,128.0,77.0,51.0,407.0,266.0,141.0,145.0,100.0,45.0,47.0,60280.0
"Ridgetop city, Tennessee",1600000US4763140,1083.0,1083.0,540.0,32.0,40.0,41.0,20.0,27.0,6.0,2.0,11.0,22.0,37.0,40.0,43.0,44.0,47.0,36.0,9.0,16.0,10.0,13.0,20.0,12.0,7.0,5.0,543.0,30.0,35.0,39.0,16.0,8.0,2.0,5.0,13.0,22.0,37.0,43.0,44.0,41.0,51.0,32.0,15.0,16.0,18.0,12.0,15.0,25.0,11.0,13.0,1083.0,1066.0,1041.0,16.0,1.0,6.0,0.0,2.0,17.0,1038.0,11.0,2.71,399.0,399.0,385.0,14.0,385.0,333.0,52.0,385.0,62.0,27.0,35.0,323.0,314.0,260.0,106.0,154.0,54.0,17.0,7.0,10.0,37.0,13.0,24.0,9.0,4.0,5.0,47.0,63140.0
"Slayden town, Tennessee",1600000US4769080,185.0,185.0,97.0,4.0,10.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,9.0,7.0,11.0,5.0,4.0,5.0,4.0,8.0,1.0,4.0,7.0,1.0,0.0,1.0,88.0,5.0,7.0,4.0,1.0,0.0,2.0,1.0,2.0,6.0,7.0,3.0,6.0,7.0,2.0,8.0,6.0,2.0,5.0,2.0,1.0,6.0,3.0,2.0,185.0,184.0,180.0,1.0,3.0,0.0,0.0,0.0,1.0,180.0,0.0,2.34,86.0,86.0,79.0,7.0,79.0,67.0,12.0,79.0,22.0,11.0,11.0,57.0,55.0,47.0,17.0,30.0,8.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,47.0,69080.0
"Smyrna town, Tennessee",1600000US4769420,25569.0,25569.0,12516.0,1147.0,985.0,907.0,562.0,384.0,209.0,188.0,570.0,1099.0,1105.0,1187.0,1037.0,857.0,685.0,548.0,150.0,207.0,117.0,164.0,167.0,131.0,73.0,37.0,13053.0,1055.0,1003.0,912.0,490.0,391.0,210.0,209.0,536.0,1126.0,1098.0,1233.0,1101.0,882.0,746.0,571.0,182.0,250.0,145.0,179.0,230.0,244.0,134.0,126.0,25569.0,25169.0,22303.0,1999.0,73.0,310.0,20.0,464.0,400.0,21756.0,1101.0,2.62,10016.0,10016.0,9608.0,408.0,9608.0,6194.0,3414.0,9608.0,2026.0,933.0,1093.0,7582.0,7062.0,5280.0,2645.0,2635.0,1782.0,421.0,243.0,178.0,1361.0,938.0,423.0,520.0,310.0,210.0,47.0,69420.0
"Springfield city, Tennessee",1600000US4770500,14329.0,14329.0,6901.0,523.0,481.0,523.0,297.0,239.0,137.0,118.0,380.0,531.0,499.0,556.0,476.0,480.0,409.0,275.0,79.0,162.0,99.0,129.0,199.0,153.0,87.0,69.0,7428.0,561.0,471.0,423.0,276.0,189.0,121.0,113.0,306.0,504.0,524.0,525.0,552.0,471.0,429.0,317.0,105.0,190.0,115.0,198.0,296.0,279.0,226.0,237.0,14329.0,14213.0,10111.0,3712.0,53.0,80.0,5.0,252.0,116.0,9459.0,995.0,2.55,5836.0,5836.0,5453.0,383.0,5453.0,3169.0,2284.0,5453.0,1407.0,509.0,898.0,4046.0,3777.0,2491.0,1001.0,1490.0,1286.0,284.0,127.0,157.0,1002.0,606.0,396.0,269.0,156.0,113.0,47.0,70500.0
"Spring Hill city, Tennessee",1600000US4770580,7715.0,7715.0,3862.0,434.0,391.0,293.0,172.0,79.0,36.0,33.0,101.0,374.0,441.0,382.0,393.0,280.0,175.0,110.0,26.0,31.0,23.0,24.0,28.0,17.0,9.0,10.0,3853.0,416.0,379.0,294.0,150.0,58.0,27.0,31.0,128.0,411.0,474.0,401.0,366.0,241.0,154.0,108.0,22.0,29.0,21.0,30.0,40.0,35.0,23.0,15.0,7715.0,7625.0,6815.0,602.0,25.0,38.0,5.0,140.0,90.0,6681.0,307.0,2.9,2819.0,2819.0,2634.0,185.0,2634.0,2267.0,367.0,2634.0,386.0,205.0,181.0,2248.0,2161.0,1904.0,1146.0,758.0,257.0,74.0,44.0,30.0,183.0,135.0,48.0,87.0,52.0,35.0,47.0,70580.0
"Tennessee Ridge town, Tennessee",1600000US4773460,1334.0,1334.0,651.0,43.0,52.0,42.0,22.0,14.0,6.0,2.0,20.0,40.0,51.0,35.0,45.0,40.0,43.0,35.0,16.0,27.0,16.0,31.0,31.0,17.0,19.0,4.0,683.0,45.0,38.0,44.0,22.0,10.0,4.0,5.0,23.0,46.0,46.0,38.0,45.0,36.0,53.0,49.0,21.0,27.0,19.0,23.0,35.0,26.0,18.0,10.0,1334.0,1332.0,1318.0,3.0,0.0,2.0,4.0,5.0,2.0,1308.0,14.0,2.48,573.0,573.0,533.0,40.0,533.0,431.0,102.0,533.0,107.0,41.0,66.0,426.0,412.0,333.0,119.0,214.0,79.0,24.0,9.0,15.0,55.0,27.0,28.0,14.0,10.0,4.0,47.0,73460.0
"Thompson's Station town, Tennessee",1600000US4773900,1283.0,1283.0,649.0,51.0,45.0,54.0,38.0,19.0,6.0,4.0,13.0,30.0,43.0,46.0,70.0,77.0,53.0,35.0,7.0,9.0,5.0,9.0,13.0,10.0,7.0,5.0,634.0,40.0,41.0,45.0,30.0,15.0,6.0,3.0,15.0,31.0,37.0,73.0,68.0,67.0,48.0,36.0,7.0,5.0,6.0,15.0,9.0,16.0,9.0,12.0,1283.0,1277.0,1170.0,90.0,2.0,7.0,0.0,8.0,6.0,1145.0,33.0,2.87,473.0,473.0,447.0,26.0,447.0,406.0,41.0,447.0,63.0,30.0,33.0,384.0,376.0,336.0,160.0,176.0,40.0,9.0,3.0,6.0,31.0,16.0,15.0,8.0,7.0,1.0,47.0,73900.0
"Vanleer town, Tennessee",1600000US4776860,310.0,310.0,151.0,8.0,8.0,8.0,5.0,1.0,1.0,2.0,5.0,13.0,14.0,13.0,11.0,5.0,12.0,11.0,3.0,5.0,4.0,6.0,6.0,4.0,1.0,5.0,159.0,10.0,9.0,13.0,4.0,1.0,1.0,1.0,12.0,9.0,4.0,12.0,8.0,14.0,13.0,9.0,0.0,5.0,3.0,1.0,8.0,6.0,10.0,6.0,310.0,295.0,293.0,2.0,0.0,0.0,0.0,0.0,15.0,293.0,0.0,2.5,141.0,141.0,124.0,17.0,124.0,96.0,28.0,124.0,32.0,17.0,15.0,92.0,90.0,70.0,25.0,45.0,20.0,5.0,2.0,3.0,15.0,8.0,7.0,2.0,1.0,1.0,47.0,76860.0
"Watertown city, Tennessee",1600000US4778320,1358.0,1358.0,642.0,61.0,47.0,54.0,29.0,17.0,9.0,7.0,18.0,43.0,33.0,58.0,48.0,36.0,43.0,33.0,16.0,11.0,9.0,13.0,18.0,15.0,16.0,8.0,716.0,40.0,50.0,38.0,43.0,19.0,9.0,8.0,28.0,45.0,45.0,64.0,48.0,42.0,43.0,35.0,9.0,20.0,12.0,18.0,30.0,20.0,23.0,27.0,1358.0,1337.0,1239.0,83.0,5.0,1.0,0.0,9.0,21.0,1232.0,17.0,2.51,605.0,605.0,542.0,63.0,542.0,393.0,149.0,542.0,154.0,54.0,100.0,388.0,378.0,279.0,122.0,157.0,99.0,27.0,12.0,15.0,72.0,47.0,25.0,10.0,6.0,4.0,47.0,78320.0
"Waverly city, Tennessee",1600000US4778560,4028.0,4028.0,1905.0,130.0,138.0,117.0,85.0,60.0,20.0,22.0,55.0,117.0,117.0,143.0,145.0,134.0,130.0,100.0,39.0,67.0,33.0,48.0,75.0,68.0,39.0,23.0,2123.0,110.0,119.0,124.0,71.0,44.0,20.0,20.0,62.0,145.0,123.0,155.0,130.0,149.0,138.0,110.0,53.0,61.0,41.0,80.0,125.0,106.0,74.0,63.0,4028.0,3988.0,3575.0,383.0,6.0,9.0,0.0,15.0,40.0,3558.0,47.0,2.27,1887.0,1887.0,1716.0,171.0,1716.0,1116.0,600.0,1716.0,538.0,200.0,338.0,1178.0,1119.0,819.0,293.0,526.0,300.0,50.0,25.0,25.0,250.0,155.0,95.0,59.0,32.0,27.0,47.0,78560.0
"Westmoreland town, Tennessee",1600000US4779420,2093.0,2093.0,934.0,83.0,69.0,61.0,39.0,25.0,13.0,13.0,34.0,73.0,71.0,67.0,60.0,55.0,70.0,51.0,21.0,21.0,14.0,24.0,21.0,28.0,9.0,12.0,1159.0,69.0,77.0,86.0,46.0,31.0,6.0,13.0,38.0,74.0,71.0,82.0,66.0,80.0,75.0,55.0,16.0,26.0,18.0,34.0,48.0,50.0,46.0,52.0,2093.0,2083.0,2069.0,1.0,5.0,1.0,1.0,6.0,10.0,2069.0,9.0,2.48,874.0,874.0,804.0,70.0,804.0,530.0,274.0,804.0,218.0,67.0,151.0,586.0,561.0,437.0,213.0,224.0,124.0,33.0,18.0,15.0,91.0,48.0,43.0,25.0,14.0,11.0,47.0,79420.0
"White Bluff town, Tennessee",1600000US4779980,2142.0,2142.0,1076.0,64.0,103.0,80.0,49.0,17.0,9.0,15.0,46.0,86.0,95.0,74.0,75.0,85.0,71.0,53.0,22.0,29.0,19.0,20.0,31.0,23.0,5.0,5.0,1066.0,64.0,69.0,61.0,33.0,29.0,6.0,10.0,44.0,98.0,68.0,66.0,95.0,68.0,81.0,65.0,18.0,29.0,18.0,29.0,37.0,31.0,33.0,14.0,2142.0,2130.0,2102.0,14.0,8.0,4.0,0.0,2.0,12.0,2090.0,14.0,2.43,947.0,947.0,881.0,66.0,881.0,619.0,262.0,881.0,244.0,111.0,133.0,637.0,604.0,468.0,199.0,269.0,136.0,36.0,25.0,11.0,100.0,48.0,52.0,33.0,17.0,16.0,47.0,79980.0
"White House city, Tennessee",1600000US4780200,7220.0,7220.0,3603.0,365.0,346.0,336.0,169.0,87.0,35.0,31.0,84.0,275.0,363.0,410.0,311.0,205.0,187.0,128.0,34.0,59.0,27.0,44.0,41.0,40.0,18.0,8.0,3617.0,271.0,362.0,299.0,140.0,67.0,40.0,34.0,102.0,271.0,372.0,432.0,292.0,221.0,192.0,128.0,55.0,64.0,32.0,51.0,73.0,53.0,41.0,25.0,7220.0,7190.0,7029.0,96.0,18.0,25.0,0.0,22.0,30.0,6979.0,74.0,2.89,2578.0,2578.0,2497.0,81.0,2497.0,2059.0,438.0,2497.0,384.0,145.0,239.0,2113.0,2059.0,1772.0,1016.0,756.0,287.0,78.0,53.0,25.0,209.0,149.0,60.0,54.0,37.0,17.0,47.0,80200.0
"Franklin city, Kentucky",1600000US2128918,7996.0,7996.0,3785.0,310.0,275.0,282.0,159.0,86.0,62.0,52.0,154.0,284.0,283.0,296.0,281.0,253.0,222.0,182.0,74.0,90.0,50.0,74.0,104.0,100.0,60.0,52.0,4211.0,308.0,287.0,233.0,163.0,99.0,51.0,58.0,165.0,273.0,290.0,288.0,281.0,278.0,270.0,205.0,73.0,94.0,55.0,113.0,165.0,177.0,149.0,136.0,7996.0,7923.0,6476.0,1340.0,17.0,61.0,8.0,21.0,73.0,6441.0,65.0,2.39,3609.0,3609.0,3251.0,358.0,3251.0,2132.0,1119.0,3251.0,958.0,333.0,625.0,2293.0,2176.0,1565.0,663.0,902.0,611.0,129.0,63.0,66.0,482.0,286.0,196.0,117.0,70.0,47.0,21.0,28918.0
"Scottsville city, Kentucky",1600000US2169114,4327.0,4327.0,2014.0,136.0,160.0,153.0,94.0,76.0,34.0,30.0,62.0,131.0,128.0,149.0,155.0,130.0,109.0,104.0,45.0,55.0,38.0,45.0,61.0,63.0,35.0,21.0,2313.0,117.0,155.0,123.0,104.0,65.0,24.0,28.0,80.0,134.0,151.0,158.0,146.0,141.0,152.0,128.0,45.0,65.0,51.0,68.0,125.0,98.0,88.0,67.0,4327.0,4296.0,4132.0,142.0,1.0,4.0,1.0,16.0,31.0,4112.0,35.0,2.3,2059.0,2059.0,1839.0,220.0,1839.0,1159.0,680.0,1839.0,604.0,193.0,411.0,1235.0,1191.0,860.0,350.0,510.0,331.0,54.0,29.0,25.0,277.0,156.0,121.0,44.0,26.0,18.0,21.0,69114.0
Tennessee,0400000US47,5689283.0,5689283.0,2770275.0,192283.0,203330.0,202772.0,120149.0,82409.0,41238.0,39546.0,113958.0,203113.0,205955.0,223109.0,219802.0,201425.0,183503.0,142367.0,47954.0,65480.0,39196.0,54065.0,77213.0,56970.0,32595.0,21843.0,2919008.0,182597.0,192483.0,192383.0,112524.0,80102.0,40563.0,39361.0,111679.0,200716.0,206117.0,230218.0,229398.0,211279.0,190709.0,151575.0,52525.0,73350.0,45977.0,65333.0,101068.0,87878.0,61551.0,59622.0,5689283.0,5626174.0,4563310.0,932809.0,15152.0,56662.0,2205.0,56036.0,63109.0,4505930.0,123838.0,2.48,2439443.0,2439443.0,2232905.0,206538.0,2232905.0,1561363.0,671542.0,2232905.0,576401.0,244937.0,331464.0,1656504.0,1547835.0,1173960.0,499298.0,674662.0,373875.0,85976.0,42165.0,43811.0,287899.0,165842.0,122057.0,108669.0,64664.0,44005.0,47.0,0.0
United States,0100000US,281421906.0,281421906.0,138053563.0,9810733.0,10523277.0,10520197.0,6204989.0,4186015.0,2071220.0,1965673.0,5650921.0,9798760.0,10321769.0,11318696.0,11129102.0,9889506.0,8607724.0,6508729.0,2173239.0,2963388.0,1814807.0,2585555.0,3902912.0,3044456.0,1834897.0,1226998.0,143368343.0,9365065.0,10026228.0,10007875.0,5835448.0,3993438.0,1978228.0,1875409.0,5422550.0,9582576.0,10188619.0,11387968.0,11312761.0,10202898.0,8977824.0,6960508.0,2367932.0,3300888.0,2075424.0,3057759.0,4954529.0,4371357.0,3110470.0,3012589.0,281421906.0,274595678.0,211460626.0,34658190.0,2475956.0,10242998.0,398835.0,15359073.0,6826228.0,194552774.0,35305818.0,2.59,115904641.0,115904641.0,105480101.0,10424540.0,105480101.0,69815753.0,35664348.0,105480101.0,27230075.0,11779106.0,15450969.0,78250026.0,71787347.0,54493232.0,24835505.0,29657727.0,17294115.0,4394012.0,2190989.0,2203023.0,12900103.0,7561874.0,5338229.0,6462679.0,3776997.0,2685682.0,1.0,0.0
GNRC,,1411725.0,1411725.0,693028.0,50990.0,51607.0,50540.0,29399.0,21543.0,10768.0,10506.0,31178.0,56705.0,56463.0,60345.0,57338.0,50520.0,43253.0,31490.0,10339.0,13843.0,7827.0,11185.0,15424.0,11079.0,6399.0,4287.0,718697.0,48005.0,48922.0,47677.0,27706.0,20878.0,10680.0,10465.0,30118.0,55696.0,55688.0,62018.0,59795.0,52260.0,44262.0,33404.0,11128.0,15397.0,9411.0,13352.0,20229.0,17257.0,12143.0,12206.0,1411725.0,1389718.0,1119378.0,219502.0,4435.0,22654.0,907.0,22842.0,22007.0,1098224.0,47582.0,33.769999999999996,582915.0,582915.0,546063.0,36852.0,546063.0,361244.0,184819.0,546063.0,140093.0,61570.0,78523.0,405970.0,370846.0,283682.0,130890.0,152792.0,87164.0,20576.0,10348.0,10228.0,66588.0,40040.0,26548.0,35124.0,20718.0,14406.0,611.0,1561.0
GNRC Region,,1481223.0,1481223.0,726810.0,53434.0,54119.0,53286.0,31147.0,22510.0,11228.0,10935.0,32346.0,58882.0,58712.0,62960.0,60406.0,53227.0,45549.0,33151.0,10866.0,14561.0,8243.0,11839.0,16332.0,11704.0,6795.0,4578.0,754413.0,50327.0,51246.0,50294.0,29227.0,21809.0,11107.0,10900.0,31380.0,57865.0,58085.0,64946.0,62918.0,54999.0,46578.0,35106.0,11734.0,16218.0,9918.0,14146.0,21494.0,18286.0,12922.0,12908.0,1481223.0,1458347.0,1176640.0,229406.0,4649.0,22886.0,921.0,23845.0,22876.0,1154551.0,49846.0,36.349999999999994,611589.0,611589.0,572507.0,39082.0,572507.0,380491.0,192016.0,572507.0,146219.0,64139.0,82080.0,426288.0,390120.0,298474.0,137550.0,160924.0,91646.0,21651.0,10904.0,10747.0,69995.0,42034.0,27961.0,36168.0,21343.0,14825.0,658.0,1680.0
MPO,,1221741.0,1221741.0,597347.0,43197.0,43572.0,43078.0,25492.0,18820.0,9216.0,8886.0,26309.0,48359.0,48261.0,51848.0,50212.0,44840.0,38149.0,27515.0,8943.0,11851.0,6646.0,9496.0,13396.0,9770.0,5665.0,3826.0,624394.0,40798.0,41501.0,40887.0,23841.0,18388.0,9328.0,9080.0,26037.0,47781.0,47868.0,53861.0,52520.0,46402.0,39138.0,29206.0,9671.0,13260.0,8155.0,11646.0,17960.0,15333.0,10829.0,10904.0,1221741.0,1203891.0,960159.0,199270.0,3478.0,20008.0,597.0,20379.0,17850.0,941919.0,41482.0,18.36,506845.0,506845.0,476662.0,30183.0,476662.0,312333.0,164329.0,476662.0,126221.0,54817.0,71404.0,350441.0,318686.0,241474.0,110259.0,131215.0,77212.0,18032.0,8788.0,9244.0,59180.0,35175.0,24005.0,31755.0,18493.0,13262.0,329.0,993.0
Rutherford Incorporated,None,113536.0,113536.0,56138.0,4416.0,4130.0,3839.0,2207.0,2394.0,1466.0,1537.0,3888.0,5324.0,4727.0,4814.0,4130.0,3494.0,2848.0,2062.0,630.0,861.0,488.0,667.0,921.0,646.0,383.0,266.0,57398.0,4144.0,4027.0,3775.0,2111.0,2583.0,1566.0,1486.0,3332.0,4920.0,4509.0,4778.0,4343.0,3557.0,3020.0,2194.0,723.0,996.0,596.0,811.0,1277.0,1086.0,753.0,811.0,113536.0,111924.0,93494.0,13624.0,348.0,2409.0,51.0,1998.0,1612.0,91620.0,4196.0,10.379999999999999,46023.0,46023.0,42842.0,3181.0,42842.0,25657.0,17185.0,42842.0,10573.0,4790.0,5783.0,32269.0,28135.0,21040.0,10546.0,10494.0,7095.0,1762.0,904.0,858.0,5333.0,3592.0,1741.0,4134.0,2400.0,1734.0,188.0,184540.0
Rutherford Unincorporated,None,68487.0,68487.0,34447.0,2611.0,2915.0,2853.0,1614.0,944.0,395.0,362.0,1135.0,2338.0,2785.0,3381.0,3101.0,2646.0,2231.0,1646.0,519.0,636.0,323.0,516.0,645.0,461.0,252.0,138.0,34040.0,2485.0,2661.0,2712.0,1611.0,937.0,428.0,408.0,1147.0,2420.0,2865.0,3375.0,3157.0,2605.0,2082.0,1525.0,472.0,568.0,347.0,497.0,664.0,514.0,301.0,259.0,68487.0,67909.0,62556.0,3688.0,174.0,1058.0,23.0,410.0,578.0,62142.0,869.0,-7.729999999999999,24593.0,24593.0,23601.0,992.0,23601.0,20742.0,2859.0,23601.0,3262.0,1733.0,1529.0,20339.0,19322.0,16354.0,8389.0,7965.0,2968.0,879.0,504.0,375.0,2089.0,1163.0,926.0,1017.0,608.0,409.0,-141.0,-184391.0
Wilson Incorporated,None,33959.0,33959.0,16300.0,1271.0,1250.0,1285.0,726.0,502.0,216.0,226.0,703.0,1172.0,1231.0,1410.0,1326.0,1167.0,1025.0,780.0,277.0,341.0,183.0,276.0,355.0,273.0,161.0,144.0,17659.0,1210.0,1269.0,1255.0,711.0,440.0,237.0,238.0,625.0,1209.0,1296.0,1549.0,1422.0,1180.0,1064.0,809.0,310.0,360.0,259.0,327.0,532.0,508.0,383.0,466.0,33959.0,33582.0,29619.0,3358.0,119.0,230.0,8.0,248.0,377.0,29290.0,619.0,7.74,13971.0,13971.0,12870.0,1101.0,12870.0,8901.0,3969.0,12870.0,3031.0,1222.0,1809.0,9839.0,9276.0,7008.0,3263.0,3745.0,2268.0,515.0,293.0,222.0,1753.0,1092.0,661.0,563.0,345.0,218.0,141.0,170620.0
Wilson Unincorporated,None,54850.0,54850.0,27530.0,1803.0,2084.0,2246.0,1281.0,683.0,262.0,265.0,713.0,1552.0,2030.0,2456.0,2497.0,2329.0,2128.0,1746.0,567.0,718.0,361.0,491.0,595.0,388.0,208.0,127.0,27320.0,1754.0,1945.0,2060.0,1155.0,570.0,234.0,221.0,685.0,1602.0,2094.0,2692.0,2617.0,2281.0,2102.0,1608.0,512.0,645.0,384.0,452.0,636.0,493.0,306.0,272.0,54850.0,54408.0,51642.0,2205.0,169.0,196.0,16.0,180.0,442.0,51348.0,508.0,-5.07,20950.0,20950.0,19928.0,1022.0,19928.0,17806.0,2122.0,19928.0,2899.0,1470.0,1429.0,17029.0,16319.0,14061.0,6280.0,7781.0,2258.0,697.0,407.0,290.0,1561.0,850.0,711.0,710.0,444.0,266.0,-94.0,-170431.0
Cheatham Incorporated,None,11494.0,11494.0,5725.0,467.0,487.0,493.0,247.0,149.0,59.0,64.0,193.0,380.0,461.0,544.0,518.0,437.0,374.0,239.0,85.0,105.0,55.0,89.0,118.0,87.0,45.0,29.0,5769.0,404.0,447.0,433.0,269.0,108.0,53.0,45.0,169.0,403.0,504.0,589.0,548.0,435.0,344.0,244.0,79.0,113.0,56.0,107.0,146.0,118.0,67.0,88.0,11494.0,11412.0,11037.0,252.0,34.0,30.0,0.0,59.0,82.0,10974.0,142.0,10.91,4368.0,4368.0,4177.0,191.0,4177.0,3281.0,896.0,4177.0,773.0,335.0,438.0,3404.0,3232.0,2610.0,1328.0,1282.0,622.0,169.0,103.0,66.0,453.0,288.0,165.0,172.0,108.0,64.0,188.0,158880.0
